date,temperature_2m,surface_pressure,precipitation,wind_speed_10m,wind_gusts_10m
2018-10-01 00:00:00+00:00,9.028501,1018.8887,0.0,18.35647,35.28
2018-10-01 01:00:00+00:00,8.3785,1019.47955,0.0,17.309975,34.56
2018-10-01 02:00:00+00:00,8.1785,1019.7763,0.0,15.986593,32.039997
2018-10-01 03:00:00+00:00,7.7285004,1019.9702,0.0,14.021525,29.88
2018-10-01 04:00:00+00:00,7.1285,1020.06323,0.0,12.4811535,26.28
2018-10-01 05:00:00+00:00,6.6785,1020.8556,0.0,12.682018,23.759998
2018-10-01 06:00:00+00:00,6.2785,1021.5486,0.0,12.287555,23.4
2018-10-01 07:00:00+00:00,6.9785004,1022.5534,0.0,12.7279215,23.4
2018-10-01 08:00:00+00:00,8.6285,1023.1707,0.0,11.592894,24.119999
2018-10-01 09:00:00+00:00,10.1785,1023.78644,0.0,12.031756,27.0
2018-10-01 10:00:00+00:00,11.4785,1024.0002,0.0,11.808878,27.0
2018-10-01 11:00:00+00:00,12.6285,1023.91345,0.0,14.77755,31.68
2018-10-01 12:00:00+00:00,12.8285,1024.0154,0.0,13.783817,34.2
2018-10-01 13:00:00+00:00,13.2285,1023.8205,0.0,15.072783,32.039997
2018-10-01 14:00:00+00:00,13.4785,1023.8234,0.0,16.595179,34.56
2018-10-01 15:00:00+00:00,13.528501,1023.52454,0.0,14.565548,34.56
2018-10-01 16:00:00+00:00,13.4785,1023.0259,0.0,11.592894,29.88
2018-10-01 17:00:00+00:00,12.8785,1022.62036,0.0,10.365251,22.319998
2018-10-01 18:00:00+00:00,11.778501,1022.5084,0.0,8.209263,19.44
2018-10-01 19:00:00+00:00,11.0785,1022.5004,0.0,7.9526596,15.119999
2018-10-01 20:00:00+00:00,11.1285,1022.202,0.0,10.041354,18.0
2018-10-01 21:00:00+00:00,11.3285,1022.20435,0.0,13.339445,24.48
2018-10-01 22:00:00+00:00,10.8285,1021.99945,0.0,12.6462,24.84
2018-10-01 23:00:00+00:00,9.9785,1021.4914,0.0,12.413476,23.759998
2018-10-02 00:00:00+00:00,9.528501,1019.9911,0.0,14.007655,26.64
2018-10-02 01:00:00+00:00,9.7285,1018.9964,0.2,15.463246,28.08
2018-10-02 02:00:00+00:00,10.278501,1018.00555,0.1,18.359999,34.2
2018-10-02 03:00:00+00:00,10.8785,1017.3145,0.0,19.855558,37.44
2018-10-02 04:00:00+00:00,11.278501,1016.3221,0.0,18.331741,37.8
2018-10-02 05:00:00+00:00,12.1285,1015.8332,0.0,17.873556,34.2
2018-10-02 06:00:00+00:00,13.2285,1015.6459,0.7,19.469976,36.36
2018-10-02 07:00:00+00:00,13.5785,1015.74945,0.5,19.45333,36.36
2018-10-02 08:00:00+00:00,14.8785,1016.26215,0.3,19.416653,38.16
2018-10-02 09:00:00+00:00,15.3785,1016.36725,0.0,18.430452,37.079998
2018-10-02 10:00:00+00:00,16.978498,1016.7833,0.0,23.667091,41.760002
2018-10-02 11:00:00+00:00,18.1285,1016.7954,0.0,24.881702,50.399998
2018-10-02 12:00:00+00:00,18.8785,1016.9031,0.0,24.48,51.12
2018-10-02 13:00:00+00:00,18.6285,1016.7011,0.0,21.611996,47.16
2018-10-02 14:00:00+00:00,18.9285,1017.00336,0.0,21.599998,45.36
2018-10-02 15:00:00+00:00,18.7785,1017.3009,0.0,20.291357,42.48
2018-10-02 16:00:00+00:00,18.328499,1017.2961,0.0,19.813087,40.32
2018-10-02 17:00:00+00:00,16.978498,1017.5809,0.0,15.463246,38.519997
2018-10-02 18:00:00+00:00,15.8785,1018.0675,0.0,14.182355,29.519999
2018-10-02 19:00:00+00:00,15.3285,1018.36053,0.0,12.783802,26.28
2018-10-02 20:00:00+00:00,14.4285,1019.04846,0.0,11.304229,23.759998
2018-10-02 21:00:00+00:00,13.8285,1019.64014,0.0,9.605998,20.880001
2018-10-02 22:00:00+00:00,14.0785,1019.9418,0.0,10.594036,19.44
2018-10-02 23:00:00+00:00,13.6785,1020.137,0.0,11.27553,20.519999
2018-10-03 00:00:00+00:00,13.3785,1020.5323,0.0,12.522619,20.519999
2018-10-03 01:00:00+00:00,13.0785,1021.0275,0.0,12.397806,23.4
2018-10-03 02:00:00+00:00,13.0785,1021.32666,0.0,12.10157,23.4
2018-10-03 03:00:00+00:00,12.1785,1021.8152,0.0,9.885262,22.319998
2018-10-03 04:00:00+00:00,11.0785,1022.3011,0.0,5.815978,18.0
2018-10-03 05:00:00+00:00,9.6785,1022.58453,0.0,7.6367526,10.440001
2018-10-03 06:00:00+00:00,9.9285,1022.8864,0.0,4.510787,10.08
