date,temperature_2m,surface_pressure,precipitation,wind_speed_10m,wind_gusts_10m
2017-07-01 00:00:00+00:00,16.228498,1007.803,0.0,13.18308,23.039999
2017-07-01 01:00:00+00:00,15.8785,1008.2976,0.0,14.113652,25.919998
2017-07-01 02:00:00+00:00,15.8285,1008.69574,0.0,16.09969,30.599998
2017-07-01 03:00:00+00:00,15.3785,1009.48846,0.0,15.827721,30.960001
2017-07-01 04:00:00+00:00,14.8785,1009.9815,0.0,14.81259,30.239998
2017-07-01 05:00:00+00:00,14.7285,1010.4784,0.0,13.684735,28.08
2017-07-01 06:00:00+00:00,14.7285,1011.0766,0.0,13.53236,26.28
2017-07-01 07:00:00+00:00,14.8285,1011.57605,0.0,11.983188,25.919998
2017-07-01 08:00:00+00:00,15.4785,1012.2809,0.0,12.387348,25.56
2017-07-01 09:00:00+00:00,16.728498,1012.8926,0.0,13.104198,27.359999
2017-07-01 10:00:00+00:00,18.728498,1012.91364,0.0,12.768586,29.519999
2017-07-01 11:00:00+00:00,20.478498,1013.3309,0.0,13.276144,30.960001
2017-07-01 12:00:00+00:00,19.3785,1013.81793,0.0,13.527572,30.239998
2017-07-01 13:00:00+00:00,19.6285,1014.01984,0.0,13.32,29.519999
2017-07-01 14:00:00+00:00,19.5285,1014.1186,0.2,15.39184,31.319998
2017-07-01 15:00:00+00:00,19.5285,1014.318,0.0,14.471821,33.48
2017-07-01 16:00:00+00:00,19.828499,1013.9223,0.0,14.044615,30.239998
2017-07-01 17:00:00+00:00,19.8785,1013.7235,0.0,13.910169,29.519999
2017-07-01 18:00:00+00:00,20.2785,1013.62805,0.0,13.75558,28.8
2017-07-01 19:00:00+00:00,19.1285,1013.6159,0.0,13.450708,26.64
2017-07-01 20:00:00+00:00,17.5285,1013.6984,0.0,14.973577,27.359999
2017-07-01 21:00:00+00:00,16.2785,1014.38293,0.0,15.629972,30.239998
2017-07-01 22:00:00+00:00,15.528501,1014.5744,0.0,14.205182,29.519999
2017-07-01 23:00:00+00:00,15.278501,1014.3722,0.0,12.496719,26.28
2017-07-02 00:00:00+00:00,15.8285,1014.6773,0.0,12.496719,23.759998
2017-07-02 01:00:00+00:00,15.8785,1014.77765,0.0,12.144331,23.4
2017-07-02 02:00:00+00:00,15.8785,1014.57825,0.0,12.261158,23.039999
2017-07-02 03:00:00+00:00,15.978499,1014.6789,0.1,12.015589,23.4
2017-07-02 04:00:00+00:00,16.0285,1015.178,0.1,13.551501,25.56
2017-07-02 05:00:00+00:00,16.0285,1015.5767,0.0,14.512064,26.64
2017-07-02 06:00:00+00:00,15.3785,1016.2676,0.0,15.042659,29.16
2017-07-02 07:00:00+00:00,15.3785,1016.76605,0.0,16.1198,32.760002
2017-07-02 08:00:00+00:00,15.978499,1017.57,0.0,16.610792,34.92
2017-07-02 09:00:00+00:00,16.6785,1017.77704,0.0,15.124284,35.28
2017-07-02 10:00:00+00:00,17.6285,1018.18604,0.0,13.755579,33.12
2017-07-02 11:00:00+00:00,18.7785,1018.597,0.0,14.264361,32.760002
2017-07-02 12:00:00+00:00,20.478498,1018.71454,0.0,15.580141,33.48
2017-07-02 13:00:00+00:00,20.478498,1019.0136,0.0,14.76439,33.839996
2017-07-02 14:00:00+00:00,20.8785,1019.01776,0.0,13.104198,32.039997
2017-07-02 15:00:00+00:00,21.3785,1018.7241,0.0,11.923557,28.8
2017-07-02 16:00:00+00:00,21.728498,1018.5282,0.0,11.770403,26.64
2017-07-02 17:00:00+00:00,21.1285,1018.3228,0.0,10.464797,25.56
2017-07-02 18:00:00+00:00,20.8785,1018.1205,0.0,4.39436,21.24
2017-07-02 19:00:00+00:00,20.4285,1017.9166,0.0,3.5455887,8.64
2017-07-02 20:00:00+00:00,16.3785,1017.87354,0.0,7.968939,9.72
2017-07-02 21:00:00+00:00,14.8785,1018.3557,0.0,8.654987,11.5199995
2017-07-02 22:00:00+00:00,14.6785,1018.4532,0.0,6.193674,11.5199995
2017-07-02 23:00:00+00:00,15.3285,1018.36053,0.0,9.9571085,18.359999
2017-07-03 00:00:00+00:00,14.8285,1018.5545,0.0,10.028439,17.64
2017-07-03 01:00:00+00:00,13.6785,1018.44226,0.0,6.439876,18.0
2017-07-03 02:00:00+00:00,13.0785,1017.9372,0.0,7.5942082,12.959999
2017-07-03 03:00:00+00:00,13.778501,1017.7455,0.0,9.449572,17.64
2017-07-03 04:00:00+00:00,14.028501,1017.4492,0.1,9.0645685,18.72
2017-07-03 05:00:00+00:00,14.1285,1017.25085,0.7,13.1041975,24.119999
2017-07-03 06:00:00+00:00,14.5785,1017.0566,0.0,12.979984,26.28
2017-07-03 07:00:00+00:00,15.6285,1017.2671,0.0,15.725037,29.519999
2017-07-03 08:00:00+00:00,16.6285,1017.3776,0.0,18.782204,37.44
2017-07-03 09:00:00+00:00,18.3785,1017.0974,0.0,19.839235,39.96
2017-07-03 10:00:00+00:00,19.078499,1016.9053,0.0,19.296133,40.32
2017-07-03 11:00:00+00:00,19.0285,1016.805,0.2,20.12461,40.68
2017-07-03 12:00:00+00:00,19.228498,1017.20593,0.1,15.937878,40.32
2017-07-03 13:00:00+00:00,20.5285,1017.02026,0.1,18.079027,35.64
2017-07-03 14:00:00+00:00,20.228498,1016.8177,0.0,17.873556,38.88
2017-07-03 15:00:00+00:00,21.4285,1016.4313,0.0,19.48661,40.32
2017-07-03 16:00:00+00:00,21.4285,1016.7304,0.0,19.255793,40.32
2017-07-03 17:00:00+00:00,21.578499,1016.3332,0.0,16.862455,38.88
2017-07-03 18:00:00+00:00,21.1785,1016.3291,0.0,14.587776,33.48
2017-07-03 19:00:00+00:00,19.9285,1016.8145,0.0,11.384199,28.44
2017-07-03 20:00:00+00:00,18.6785,1017.2002,0.0,11.252519,22.319998
2017-07-03 21:00:00+00:00,17.1285,1017.4827,0.0,10.948973,20.880001
2017-07-03 22:00:00+00:00,15.9285,1017.66907,0.0,11.252519,20.16
2017-07-03 23:00:00+00:00,15.4785,1017.764,0.0,10.105681,20.519999
2017-07-04 00:00:00+00:00,14.8785,1017.65784,0.0,7.5942073,18.359999
2017-07-04 01:00:00+00:00,14.2285,1017.6508,0.0,6.849467,14.04
2017-07-04 02:00:00+00:00,13.778501,1017.3467,0.0,6.87779,12.599999
2017-07-04 03:00:00+00:00,13.4785,1017.24384,0.0,5.4477882,12.599999
2017-07-04 04:00:00+00:00,13.2285,1017.24097,0.0,4.73506,10.440001
2017-07-04 05:00:00+00:00,13.6285,1017.1457,0.0,4.3498964,9.0
2017-07-04 06:00:00+00:00,14.9285,1017.35913,0.0,4.39436,12.24
2017-07-04 07:00:00+00:00,16.5285,1017.57605,0.0,5.00128,15.119999
2017-07-04 08:00:00+00:00,18.578499,1017.6974,0.0,7.754637,19.44
2017-07-04 09:00:00+00:00,19.728498,1017.41077,0.0,9.339208,22.68
2017-07-04 10:00:00+00:00,20.578499,1017.1206,0.0,7.0911775,22.68
2017-07-04 11:00:00+00:00,20.9285,1016.7253,0.1,8.78872,19.44
2017-07-04 12:00:00+00:00,20.7785,1016.72375,0.1,9.9571085,22.68
2017-07-04 13:00:00+00:00,21.328499,1016.53,0.0,9.531505,24.119999
2017-07-04 14:00:00+00:00,21.7785,1016.3355,0.0,9.449572,22.319998
2017-07-04 15:00:00+00:00,21.728498,1016.03577,0.0,9.826088,21.599998
2017-07-04 16:00:00+00:00,22.0285,1015.7398,0.0,7.928178,20.880001
2017-07-04 17:00:00+00:00,22.0285,1015.1416,0.0,9.449572,18.72
2017-07-04 18:00:00+00:00,21.4285,1014.9358,0.0,11.91812,24.48
2017-07-04 19:00:00+00:00,20.728498,1015.0285,0.0,6.162207,23.4
2017-07-04 20:00:00+00:00,19.6785,1015.1171,0.0,5.5887027,11.5199995
2017-07-04 21:00:00+00:00,17.7785,1015.5956,0.0,6.489992,11.879999
2017-07-04 22:00:00+00:00,17.1785,1015.88824,0.0,5.8603754,11.879999
2017-07-04 23:00:00+00:00,16.2785,1015.7787,0.0,6.489992,10.799999
2017-07-05 00:00:00+00:00,15.3285,1015.9679,0.0,7.5942082,11.159999
2017-07-05 01:00:00+00:00,14.528501,1015.8596,0.0,6.9153743,13.32
2017-07-05 02:00:00+00:00,13.6785,1015.85034,0.0,5.495161,12.24
2017-07-05 03:00:00+00:00,12.778501,1015.5414,0.0,6.618519,9.72
2017-07-05 04:00:00+00:00,12.278501,1015.5357,0.0,7.2,10.08
2017-07-05 05:00:00+00:00,14.2285,1015.7567,0.0,5.3517847,10.08
2017-07-05 06:00:00+00:00,15.9285,1016.07404,0.0,4.0249224,10.799999
2017-07-05 07:00:00+00:00,17.478498,1016.3899,0.0,2.9024127,11.159999
2017-07-05 08:00:00+00:00,19.078499,1016.3071,0.0,2.4149535,12.24
2017-07-05 09:00:00+00:00,20.4285,1015.92267,0.0,1.484318,12.599999
2017-07-05 10:00:00+00:00,21.6285,1015.4366,0.0,3.6,15.119999
2017-07-05 11:00:00+00:00,22.6785,1015.14825,0.0,2.9024127,16.199999
2017-07-05 12:00:00+00:00,23.978498,1015.3611,0.0,3.096837,14.759999
2017-07-05 13:00:00+00:00,24.828499,1014.9708,0.0,2.9024127,14.4
2017-07-05 14:00:00+00:00,25.3785,1014.57776,0.0,3.8773184,15.119999
2017-07-05 15:00:00+00:00,25.6785,1014.3813,0.0,2.968636,15.119999
2017-07-05 16:00:00+00:00,25.828499,1014.28314,0.0,2.968636,12.959999
2017-07-05 17:00:00+00:00,25.578499,1013.8818,0.0,3.5455887,11.879999
2017-07-05 18:00:00+00:00,25.4285,1013.6807,0.0,1.4399999,10.799999
2017-07-05 19:00:00+00:00,24.3785,1013.7699,0.0,4.802999,7.92
