date,temperature_2m,surface_pressure,precipitation,wind_speed_10m,wind_gusts_10m
2022-01-01 00:00:00+00:00,12.6285,1017.334,0.0,14.685176,27.72
2022-01-01 01:00:00+00:00,12.7285,1016.9364,0.0,16.09969,28.8
2022-01-01 02:00:00+00:00,12.1285,1016.92975,0.0,14.689589,29.16
2022-01-01 03:00:00+00:00,11.778501,1017.1253,0.0,15.716793,27.72
2022-01-01 04:00:00+00:00,11.6785,1016.6256,0.0,17.026896,30.599998
2022-01-01 05:00:00+00:00,11.5785,1015.7275,0.0,16.75064,30.960001
2022-01-01 06:00:00+00:00,11.5785,1015.02966,0.0,17.533146,31.319998
2022-01-01 07:00:00+00:00,12.1285,1014.3379,0.0,19.586117,34.92
2022-01-01 08:00:00+00:00,11.778501,1014.035,0.0,19.586117,34.92
2022-01-01 09:00:00+00:00,12.1785,1014.53784,0.0,21.603,38.16
2022-01-01 10:00:00+00:00,13.028501,1014.7465,0.0,21.897945,41.039997
2022-01-01 11:00:00+00:00,13.778501,1014.75476,0.0,20.291357,39.6
2022-01-01 12:00:00+00:00,14.528501,1014.36426,0.0,17.727943,37.079998
2022-01-01 13:00:00+00:00,14.5785,1013.0689,0.1,17.727943,33.48
2022-01-01 14:00:00+00:00,14.2285,1012.9653,0.2,18.58451,34.56
2022-01-01 15:00:00+00:00,13.778501,1013.06,0.0,21.068459,38.88
2022-01-01 16:00:00+00:00,13.1285,1013.053,0.0,19.66536,38.519997
2022-01-01 17:00:00+00:00,13.1285,1012.8536,0.0,19.008547,36.0
2022-01-01 18:00:00+00:00,13.0785,1012.6536,0.0,18.837322,34.92
2022-01-01 19:00:00+00:00,13.0785,1012.2549,0.0,18.892282,34.92
2022-01-01 20:00:00+00:00,12.8285,1012.0526,0.0,19.022177,34.92
2022-01-01 21:00:00+00:00,12.9285,1011.9542,0.0,19.022177,35.64
2022-01-01 22:00:00+00:00,12.9785,1011.7551,0.0,18.847641,34.92
2022-01-01 23:00:00+00:00,12.9285,1010.8576,0.0,18.709612,34.92
2022-01-02 00:00:00+00:00,12.1285,1010.0512,0.1,15.978484,34.2
2022-01-02 01:00:00+00:00,12.3785,1009.15674,0.0,16.923828,31.319998
2022-01-02 02:00:00+00:00,12.1785,1008.1577,0.0,14.658676,30.239998
2022-01-02 03:00:00+00:00,11.9285,1007.5567,0.0,15.256526,28.08
2022-01-02 04:00:00+00:00,11.9785,1006.8596,0.0,19.513195,33.839996
2022-01-02 05:00:00+00:00,11.9785,1006.2615,0.4,24.967497,50.039997
2022-01-02 06:00:00+00:00,11.9285,1006.0614,0.1,26.089443,46.8
2022-01-02 07:00:00+00:00,11.3285,1006.45355,0.0,22.59699,50.039997
2022-01-02 08:00:00+00:00,10.528501,1007.04285,0.0,19.652176,41.399998
2022-01-02 09:00:00+00:00,10.1785,1007.93616,0.0,18.971008,36.0
2022-01-02 10:00:00+00:00,10.6785,1008.44,0.0,18.11841,34.56
2022-01-02 11:00:00+00:00,11.3285,1008.0486,0.0,14.88242,33.12
2022-01-02 12:00:00+00:00,11.1785,1007.748,0.0,18.218275,44.28
2022-01-02 13:00:00+00:00,11.8285,1006.8579,0.1,21.924562,41.399998
2022-01-02 14:00:00+00:00,10.778501,1005.8494,1.0,26.42753,52.56
2022-01-02 15:00:00+00:00,10.4785,1005.24786,0.9,23.740902,49.68
2022-01-02 16:00:00+00:00,10.4285,1005.14746,0.0,25.006397,44.639996
2022-01-02 17:00:00+00:00,10.3785,1005.54596,0.0,23.34455,46.44
2022-01-02 18:00:00+00:00,9.6785,1006.0365,0.0,23.806318,43.199997
2022-01-02 19:00:00+00:00,9.1785,1006.7286,0.0,24.967499,46.079998
2022-01-02 20:00:00+00:00,8.9285,1007.1246,0.0,24.798225,46.44
2022-01-02 21:00:00+00:00,9.028501,1007.4248,0.0,25.772078,47.519997
2022-01-02 22:00:00+00:00,8.8785,1007.72235,0.0,24.696104,47.16
2022-01-02 23:00:00+00:00,8.778501,1007.9205,0.0,24.26998,45.719997
2022-01-03 00:00:00+00:00,9.0785,1008.12335,0.0,22.065973,44.639996
2022-01-03 01:00:00+00:00,8.9285,1008.2211,0.0,22.180206,40.32
