date,temperature_2m,precipitation,surface_pressure,wind_gusts_10m,wind_speed_10m
2025-04-06 07:00:00+00:00,7.45,0.0,1019.2693,39.239998,19.44
2025-04-06 08:00:00+00:00,8.7,0.0,1019.5827,40.68,20.16
2025-04-06 09:00:00+00:00,10.35,0.0,1019.70123,39.6,19.8
2025-04-06 10:00:00+00:00,12.05,0.0,1020.01917,41.399998,20.16
2025-04-06 11:00:00+00:00,13.3,0.0,1020.03326,46.079998,22.319998
2025-04-06 12:00:00+00:00,14.05,0.0,1019.9415,46.44,22.68
2025-04-06 13:00:00+00:00,14.35,0.0,1019.8454,48.96,23.759998
2025-04-06 14:00:00+00:00,14.35,0.0,1019.8454,44.639996,21.24
2025-04-06 15:00:00+00:00,14.1,0.0,1019.64307,44.639996,21.96
2025-04-06 16:00:00+00:00,13.6,0.0,1019.63763,41.760002,20.16
2025-04-06 17:00:00+00:00,12.75,0.0,1020.02716,37.079998,18.0
2025-04-06 18:00:00+00:00,11.6,0.0,1020.3134,37.079998,18.359999
2025-04-06 19:00:00+00:00,10.4,0.0,1020.79816,34.56,17.28
2025-04-06 20:00:00+00:00,9.5,0.0,1021.3863,32.760002,16.199999
2025-04-06 21:00:00+00:00,8.7,0.0,1021.7758,31.68,15.4800005
2025-04-06 22:00:00+00:00,8.0,0.0,1022.16656,28.8,14.04
2025-04-06 23:00:00+00:00,7.5,0.0,1022.2604,24.48,11.879999
2025-04-07 00:00:00+00:00,7.05,0.0,1022.2553,23.759998,11.879999
2025-04-07 01:00:00+00:00,6.6,0.0,1021.9511,21.24,10.440001
2025-04-07 02:00:00+00:00,6.25,0.0,1021.94684,21.96,10.799999
2025-04-07 03:00:00+00:00,5.85,0.0,1021.84283,20.16,10.08
2025-04-07 04:00:00+00:00,5.65,0.0,1021.84015,21.24,10.440001
2025-04-07 05:00:00+00:00,5.35,0.0,1022.23535,17.28,8.28
2025-04-07 06:00:00+00:00,5.5,0.0,1022.7357,17.28,8.64
2025-04-07 07:00:00+00:00,6.6,0.0,1023.14734,21.24,10.440001
2025-04-07 08:00:00+00:00,8.15,0.0,1023.46423,22.68,11.159999
2025-04-07 09:00:00+00:00,9.8,0.0,1023.68225,29.16,14.04
2025-04-07 10:00:00+00:00,11.2,0.0,1023.798,28.44,12.959999
2025-04-07 11:00:00+00:00,12.5,0.0,1023.7128,29.88,13.32
2025-04-07 12:00:00+00:00,13.45,0.0,1023.5239,28.44,11.879999
2025-04-07 13:00:00+00:00,14.2,0.0,1023.333,26.64,10.440001
2025-04-07 14:00:00+00:00,14.8,0.0,1023.0402,25.199999,9.36
2025-04-07 15:00:00+00:00,15.15,0.0,1022.9444,24.48,9.36
2025-04-07 16:00:00+00:00,15.25,0.0,1022.8457,23.759998,9.72
2025-04-07 17:00:00+00:00,14.9,0.0,1022.8422,26.64,12.24
2025-04-07 18:00:00+00:00,13.75,0.0,1023.0286,30.239998,14.759999
2025-04-07 19:00:00+00:00,11.8,0.0,1023.5057,33.839996,16.919998
2025-04-07 20:00:00+00:00,10.0,0.0,1023.8839,34.2,17.28
2025-04-07 21:00:00+00:00,8.9,0.0,1024.3698,27.0,13.32
2025-04-07 22:00:00+00:00,8.3,0.0,1024.8616,19.8,9.72
2025-04-07 23:00:00+00:00,7.9,0.0,1025.1561,15.4800005,7.2
2025-04-08 00:00:00+00:00,7.4,0.0,1025.1503,12.959999,6.12
2025-04-08 01:00:00+00:00,6.8,0.0,1025.0436,10.440001,5.04
2025-04-08 02:00:00+00:00,6.4,0.0,1024.8396,14.04,6.4799995
2025-04-08 03:00:00+00:00,6.0,0.0,1024.7352,15.4800005,7.5599995
2025-04-08 04:00:00+00:00,5.5,0.0,1024.53,15.84,8.28
2025-04-08 05:00:00+00:00,5.15,0.0,1024.4261,16.199999,8.28
2025-04-08 06:00:00+00:00,4.95,0.0,1024.3242,16.199999,8.28
2025-04-08 07:00:00+00:00,5.35,0.0,1025.0265,15.4800005,6.8399997
2025-04-08 08:00:00+00:00,6.2,0.0,1025.6345,14.4,6.12
2025-04-08 09:00:00+00:00,7.25,0.0,1025.9457,14.759999,5.7599998
2025-04-08 10:00:00+00:00,8.7,0.0,1025.9625,16.919998,6.12
2025-04-08 11:00:00+00:00,10.4,0.0,1025.8822,20.16,7.2
2025-04-08 12:00:00+00:00,11.85,0.0,1025.6992,23.759998,8.28
2025-04-08 13:00:00+00:00,13.0,0.0,1025.413,27.72,9.72
2025-04-08 14:00:00+00:00,13.9,0.0,1025.1239,31.68,11.5199995
2025-04-08 15:00:00+00:00,14.4,0.0,1024.8302,34.56,12.959999
2025-04-08 16:00:00+00:00,14.4,0.0,1024.6309,35.28,13.32
2025-04-08 17:00:00+00:00,14.0,0.0,1024.4272,34.56,13.32
2025-04-08 18:00:00+00:00,13.5,0.0,1024.4215,33.48,12.959999
2025-04-08 19:00:00+00:00,12.95,0.0,1024.6151,31.68,12.599999
2025-04-08 20:00:00+00:00,12.25,0.0,1025.0057,29.519999,12.24
2025-04-08 21:00:00+00:00,11.45,0.0,1025.2959,27.359999,11.879999
2025-04-08 22:00:00+00:00,10.45,0.0,1025.484,25.56,11.159999
2025-04-08 23:00:00+00:00,9.3,0.0,1025.7703,23.759998,10.08
2025-04-09 00:00:00+00:00,8.25,0.0,1025.8577,22.68,9.36
2025-04-09 01:00:00+00:00,7.4,0.0,1025.848,22.319998,9.36
2025-04-09 02:00:00+00:00,6.65,0.0,1025.7397,22.319998,9.36
