date,temperature_2m,precipitation,surface_pressure,wind_gusts_10m,wind_speed_10m
2025-04-05 00:00:00+00:00,9.75,0.0,1015.60736,45.0,21.96
2025-04-05 01:00:00+00:00,9.05,0.0,1015.5994,41.760002,20.880001
2025-04-05 02:00:00+00:00,8.6,0.0,1015.39496,37.8,18.72
2025-04-05 03:00:00+00:00,8.15,0.0,1015.0907,33.48,16.56
2025-04-05 04:00:00+00:00,7.45,0.0,1014.7835,35.64,17.64
2025-04-05 05:00:00+00:00,6.95,0.0,1015.0767,36.36,18.0
2025-04-05 06:00:00+00:00,6.7,0.0,1015.4727,39.96,19.8
2025-04-05 07:00:00+00:00,7.5,0.0,1015.8806,41.760002,20.880001
2025-04-05 08:00:00+00:00,9.0,0.0,1016.0972,41.760002,21.24
2025-04-05 09:00:00+00:00,10.75,0.0,1016.41595,39.96,20.16
2025-04-05 10:00:00+00:00,12.85,0.0,1016.4393,42.48,21.24
2025-04-05 11:00:00+00:00,15.25,0.0,1016.4654,41.399998,20.16
2025-04-05 12:00:00+00:00,17.05,0.0,1016.1857,41.760002,20.519999
2025-04-05 13:00:00+00:00,17.9,0.0,1015.8959,45.36,21.96
2025-04-05 14:00:00+00:00,18.35,0.0,1015.6016,44.639996,21.96
2025-04-05 15:00:00+00:00,18.3,0.0,1015.5013,45.36,21.96
2025-04-05 16:00:00+00:00,17.6,0.0,1015.3942,48.239998,23.759998
2025-04-05 17:00:00+00:00,16.25,0.0,1015.57904,46.8,23.4
2025-04-05 18:00:00+00:00,14.45,0.0,1015.9583,41.039997,20.16
2025-04-05 19:00:00+00:00,12.6,0.0,1016.6358,37.44,18.359999
2025-04-05 20:00:00+00:00,11.05,0.0,1017.0174,37.079998,18.0
2025-04-05 21:00:00+00:00,9.75,0.0,1017.60114,35.28,17.64
2025-04-05 22:00:00+00:00,8.8,0.0,1017.7896,33.839996,16.919998
2025-04-05 23:00:00+00:00,8.15,0.0,1017.7822,32.760002,16.199999
2025-04-06 00:00:00+00:00,7.8,0.0,1017.8778,32.039997,15.84
2025-04-06 01:00:00+00:00,7.5,0.0,1017.974,29.16,14.759999
2025-04-06 02:00:00+00:00,7.3,0.0,1017.9718,29.16,14.4
2025-04-06 03:00:00+00:00,7.25,0.0,1018.1705,29.88,14.759999
2025-04-06 04:00:00+00:00,7.15,0.0,1018.4687,29.88,14.759999
2025-04-06 05:00:00+00:00,6.85,0.0,1018.76404,27.0,13.32
2025-04-06 06:00:00+00:00,6.85,0.0,1019.16284,25.56,12.959999
2025-04-06 07:00:00+00:00,7.85,0.0,1019.57306,32.039997,16.199999
2025-04-06 08:00:00+00:00,9.1,0.0,1019.68695,41.399998,20.880001
2025-04-06 09:00:00+00:00,10.8,0.0,1019.80597,43.92,21.96
2025-04-06 10:00:00+00:00,12.35,0.0,1020.1224,47.88,23.759998
2025-04-06 11:00:00+00:00,13.35,0.0,1020.1333,50.039997,24.48
2025-04-06 12:00:00+00:00,14.05,0.0,1020.24066,50.399998,24.84
2025-04-06 13:00:00+00:00,14.4,0.0,1020.4437,47.88,23.4
2025-04-06 14:00:00+00:00,14.4,0.0,1020.045,47.16,23.039999
2025-04-06 15:00:00+00:00,14.15,0.0,1020.14215,43.199997,20.880001
2025-04-06 16:00:00+00:00,13.6,0.0,1020.2358,39.96,19.44
2025-04-06 17:00:00+00:00,12.8,0.0,1020.3265,38.16,19.08
2025-04-06 18:00:00+00:00,11.5,0.0,1020.8106,32.760002,16.56
2025-04-06 19:00:00+00:00,10.4,0.0,1021.2966,32.039997,15.84
2025-04-06 20:00:00+00:00,9.4,0.0,1021.58453,33.48,16.919998
2025-04-06 21:00:00+00:00,8.6,0.0,1022.074,29.16,14.4
2025-04-06 22:00:00+00:00,7.9,0.0,1022.26526,28.8,14.04
2025-04-06 23:00:00+00:00,7.4,0.0,1022.3591,25.199999,12.599999
2025-04-07 00:00:00+00:00,6.95,0.0,1022.25397,24.48,11.879999
2025-04-07 01:00:00+00:00,6.55,0.0,1022.0502,21.24,10.440001
2025-04-07 02:00:00+00:00,6.2,0.0,1022.046,19.44,9.36
2025-04-07 03:00:00+00:00,5.8,0.0,1022.24084,16.56,8.28
