date,temperature_2m,precipitation,surface_pressure,wind_gusts_10m,wind_speed_10m
2025-04-03 00:00:00+00:00,9.7,0.0,1016.30457,31.68,15.84
2025-04-03 01:00:00+00:00,9.65,0.0,1016.1045,31.68,15.84
2025-04-03 02:00:00+00:00,9.4,0.0,1015.8027,28.44,14.04
2025-04-03 03:00:00+00:00,9.4,0.0,1015.6033,27.72,13.679999
2025-04-03 04:00:00+00:00,9.15,0.0,1015.50073,24.48,11.879999
2025-04-03 05:00:00+00:00,9.2,0.0,1015.30194,26.28,12.959999
2025-04-03 06:00:00+00:00,9.1,0.0,1015.79913,25.56,12.959999
2025-04-03 07:00:00+00:00,10.05,0.0,1015.8099,27.359999,13.679999
2025-04-03 08:00:00+00:00,11.7,0.0,1015.92804,31.319998,15.84
2025-04-03 09:00:00+00:00,13.15,0.0,1016.44244,34.56,17.28
2025-04-03 10:00:00+00:00,14.95,0.0,1015.8641,35.64,17.64
2025-04-03 11:00:00+00:00,16.55,0.0,1015.4828,43.56,21.24
2025-04-03 12:00:00+00:00,17.85,0.0,1015.5962,42.839996,20.880001
2025-04-03 13:00:00+00:00,18.45,0.0,1015.2038,44.639996,21.24
2025-04-03 14:00:00+00:00,18.7,0.0,1015.20667,46.079998,22.68
2025-04-03 15:00:00+00:00,18.4,0.0,1015.30316,45.0,22.319998
2025-04-03 16:00:00+00:00,18.15,0.0,1015.1008,42.48,20.880001
2025-04-03 17:00:00+00:00,17.4,0.0,1015.3921,38.16,19.08
2025-04-03 18:00:00+00:00,16.3,0.0,1015.6793,34.56,17.28
2025-04-03 19:00:00+00:00,15.3,0.0,1015.86786,34.2,17.28
2025-04-03 20:00:00+00:00,14.4,0.0,1016.157,32.039997,15.84
2025-04-03 21:00:00+00:00,13.65,0.0,1016.44824,28.44,14.04
2025-04-03 22:00:00+00:00,12.95,0.0,1016.7396,24.84,12.24
2025-04-03 23:00:00+00:00,12.6,0.0,1016.7355,21.96,11.159999
2025-04-04 00:00:00+00:00,12.05,0.0,1016.8291,15.84,7.92
2025-04-04 01:00:00+00:00,11.65,0.0,1016.62524,15.4800005,7.5599995
2025-04-04 02:00:00+00:00,11.5,0.0,1016.52405,13.32,6.8399997
2025-04-04 03:00:00+00:00,11.2,0.0,1016.32135,14.4,6.8399997
2025-04-04 04:00:00+00:00,11.1,0.0,1016.3202,15.119999,7.5599995
2025-04-04 05:00:00+00:00,10.8,0.0,1016.41656,19.44,9.36
2025-04-04 06:00:00+00:00,10.65,0.0,1016.9132,14.759999,7.5599995
2025-04-04 07:00:00+00:00,11.45,0.0,1017.2211,19.8,10.08
2025-04-04 08:00:00+00:00,12.7,0.0,1017.2353,23.039999,11.5199995
2025-04-04 09:00:00+00:00,14.6,0.0,1017.0566,27.359999,13.679999
2025-04-04 10:00:00+00:00,16.85,0.0,1017.2805,30.239998,15.119999
2025-04-04 11:00:00+00:00,18.95,0.0,1017.0037,36.36,18.359999
2025-04-04 12:00:00+00:00,20.7,0.0,1016.72314,46.44,22.68
2025-04-04 13:00:00+00:00,21.0,0.0,1016.2274,48.239998,23.759998
2025-04-04 14:00:00+00:00,21.1,0.0,1015.7302,48.6,23.759998
2025-04-04 15:00:00+00:00,20.85,0.0,1015.4283,46.44,22.68
2025-04-04 16:00:00+00:00,20.45,0.0,1015.2248,43.56,21.24
2025-04-04 17:00:00+00:00,19.55,0.0,1015.1158,43.92,21.96
2025-04-04 18:00:00+00:00,17.85,0.0,1015.0977,37.44,18.72
2025-04-04 19:00:00+00:00,16.55,0.0,1015.3831,34.92,17.28
2025-04-04 20:00:00+00:00,15.35,0.0,1015.7689,34.56,16.919998
2025-04-04 21:00:00+00:00,13.9,0.0,1016.1517,35.28,17.28
2025-04-04 22:00:00+00:00,12.65,0.0,1016.53674,35.64,17.64
2025-04-04 23:00:00+00:00,11.55,0.0,1016.62427,37.079998,18.359999
2025-04-05 00:00:00+00:00,10.6,0.0,1016.7135,36.0,17.64
2025-04-05 01:00:00+00:00,9.95,0.0,1016.60645,33.48,16.199999
2025-04-05 02:00:00+00:00,9.25,0.0,1016.59845,32.039997,15.84
2025-04-05 03:00:00+00:00,8.5,0.0,1016.58984,33.48,16.56
2025-04-05 04:00:00+00:00,7.85,0.0,1016.48285,33.839996,16.919998
2025-04-05 05:00:00+00:00,7.35,0.0,1016.7762,33.839996,16.56
2025-04-05 06:00:00+00:00,6.6,0.0,1017.26605,38.88,19.08
2025-04-05 07:00:00+00:00,5.95,0.0,1017.65704,41.039997,20.880001
2025-04-05 08:00:00+00:00,7.35,0.0,1017.8727,39.6,19.44
2025-04-05 09:00:00+00:00,8.9,0.0,1017.99,37.44,18.72
2025-04-05 10:00:00+00:00,11.35,0.0,1017.918,39.239998,19.08
2025-04-05 11:00:00+00:00,13.95,0.0,1017.64764,40.68,19.8
2025-04-05 12:00:00+00:00,16.25,0.0,1017.37354,41.399998,20.16
2025-04-05 13:00:00+00:00,17.4,0.0,1017.2863,45.0,21.599998
2025-04-05 14:00:00+00:00,17.05,0.0,1017.2824,48.96,24.119999
2025-04-05 15:00:00+00:00,16.85,0.0,1016.9814,48.96,24.119999
